Order ID,Order Date,Customer ID,Customer Name,Region,City,Age,Gender,Product ID,Product Name,Category,Quantity,Unit Price,Discount,Revenue,Profit,Payment Mode,Delivery Days
TXN-000088,2025-07-12,CUST-0765,Joseph Garcia,West,Surat,42,Male,PROD-0026,Water Bottle,Home & Kitchen,3,17.56,0.0,52.68,5.27,Unknown,
TXN-000089,2025-11-24,CUST-0303,Myra Thomas,Central,Jabalpur,20,Other,PROD-0041,Yoga Mat,Sports,1,42.7,0.0,42.7,4.27,Unknown,
TXN-000090,2024-01-12,CUST-0747,Mark King,South,Bangalore,69,Other,PROD-0042,Dumbbells (Pair),Sports,1,77.78,0.0,77.78,7.78,Unknown,
TXN-000091,2024-02-12,CUST-0567,Oliver Thomas,North,Amritsar,25,Female,PROD-0036,Self-Help Guide,Books,1,10.26,0.0,10.26,1.03,Unknown,
TXN-000092,2025-07-04,CUST-0006,Aarav King,South,Kochi,39,Female,PROD-0037,Fiction Novel,Books,2,12.83,0.0,25.66,2.57,Unknown,
TXN-000093,2024-12-18,CUST-0561,Charlotte Singh,East,Kolkata,49,Male,PROD-0006,Webcam Hd,Electronics,1,72.22,0.0,72.22,7.22,Unknown,
TXN-000094,2025-06-08,CUST-0217,William Martin,East,Kolkata,68,Female,PROD-0027,Storage Containers,Home & Kitchen,4,35.05,0.0,140.2,14.02,Unknown,
TXN-000095,2025-09-23,CUST-0146,Myra Desai,East,Bhubaneswar,41,Male,PROD-0011,Cotton T-Shirt,Clothing,1,30.65,0.0,30.65,3.07,Unknown,
TXN-000096,2025-11-18,CUST-0259,Susan Kumar,South,Bangalore,23,Other,PROD-0013,Hoodie,Clothing,1,50.64,0.0,50.64,5.06,Unknown,
TXN-000097,2025-07-16,CUST-0581,Charles Taylor,East,Ranchi,18,Other,PROD-0004,Portable Charger,Electronics,4,42.05,0.0,168.2,16.82,Unknown,
TXN-000098,2024-10-24,CUST-0473,Emma Kulkarni,West,Pune,39,Female,PROD-0042,Dumbbells (Pair),Sports,2,77.78,0.0,155.56,15.56,Unknown,
TXN-000099,2024-07-21,CUST-0688,Sara Young,North,Delhi,42,Female,PROD-0005,Smartwatch,Electronics,1,158.2,0.0,158.2,15.82,Unknown,
TXN-000100,2024-12-04,CUST-0744,Linda Martin,Central,Jabalpur,36,Female,PROD-0038,History Of Ai,Books,2,15.71,0.0,31.42,3.14,Unknown,
TXN-000101,2024-08-28,CUST-0366,Sarah Thomas,North,Delhi,51,Male,PROD-0009,Laptop Stand,Electronics,2,59.55,0.0,119.1,11.91,Unknown,
TXN-000102,2024-07-17,CUST-0103,Rahul Allen,West,Surat,34,Male,PROD-0019,Cap,Clothing,2,12.46,0.0,24.92,2.49,Unknown,
TXN-000103,2025-09-23,CUST-0326,Deepak Jackson,West,Pune,60,Other,PROD-0032,Data Science Handbook,Books,2,42.44,0.0,84.88,8.49,Unknown,
TXN-000104,2024-06-05,CUST-0676,Riya Wright,North,Amritsar,41,Male,PROD-0020,Scarf,Clothing,2,33.28,0.0,66.56,6.66,Unknown,
TXN-000105,2024-11-19,CUST-0580,Diya Garcia,Central,Nagpur,62,Female,PROD-0037,Fiction Novel,Books,1,12.83,0.0,12.83,1.28,Unknown,
TXN-000106,2024-09-09,CUST-0439,Kavita King,South,Coimbatore,68,Male,PROD-0011,Cotton T-Shirt,Clothing,1,30.65,0.0,30.65,3.07,Unknown,
TXN-000107,2025-03-22,CUST-0227,Deepak Brown,North,Jaipur,52,Other,PROD-0046,Basketball,Sports,3,39.63,0.0,118.89,11.89,Unknown,
TXN-000108,2024-12-05,CUST-0284,Neha Rodriguez,North,Lucknow,46,Other,PROD-0024,Non-Stick Pan,Home & Kitchen,1,32.73,0.0,32.73,3.27,Unknown,
TXN-000109,2024-11-08,CUST-0492,Sarah Shah,North,Delhi,51,Male,PROD-0030,Tea Kettle,Home & Kitchen,2,40.05,0.0,80.1,8.01,Unknown,
TXN-000110,2025-10-23,CUST-0499,Sai Rao,South,Coimbatore,48,Female,PROD-0036,Self-Help Guide,Books,1,10.26,0.0,10.26,1.03,Unknown,
TXN-000111,2024-05-23,CUST-0622,Betty Jackson,South,Hyderabad,28,Female,PROD-0006,Webcam Hd,Electronics,3,72.22,0.0,216.66,21.67,Unknown,
TXN-000112,2025-10-03,CUST-0552,Nisha Clark,West,Goa,58,Female,PROD-0013,Hoodie,Clothing,1,50.64,0.0,50.64,5.06,Unknown,
TXN-000113,2024-01-20,CUST-0079,Meena Rao,North,Chandigarh,43,Female,PROD-0047,Tennis Racket,Sports,1,61.92,0.0,61.92,6.19,Unknown,
TXN-000114,2025-08-18,CUST-0520,Sarah Bhat,West,Ahmedabad,48,Male,PROD-0041,Yoga Mat,Sports,1,42.7,0.0,42.7,4.27,Unknown,
TXN-000115,2024-08-05,CUST-0593,Patricia Reddy,West,Pune,48,Male,PROD-0026,Water Bottle,Home & Kitchen,3,17.56,0.0,52.68,5.27,Unknown,
TXN-000116,2025-07-06,CUST-0038,Meena Thompson,South,Bangalore,22,Other,PROD-0036,Self-Help Guide,Books,1,10.26,0.0,10.26,1.03,Unknown,
TXN-000117,2025-01-09,CUST-0484,Jennifer Mehta,South,Coimbatore,49,Male,PROD-0042,Dumbbells (Pair),Sports,3,77.78,0.0,233.34,23.33,Unknown,
TXN-000118,2025-08-26,CUST-0402,Sandra Lee,Central,Raipur,27,Other,PROD-0015,Formal Shirt,Clothing,4,57.36,0.0,229.44,22.94,Unknown,
TXN-000119,2025-05-28,CUST-0751,Suresh Lewis,Central,Raipur,60,Female,PROD-0019,Cap,Clothing,1,12.46,0.0,12.46,1.25,Unknown,
TXN-000120,2025-05-29,CUST-0523,William Johnson,Central,Raipur,69,Female,PROD-0006,Webcam Hd,Electronics,1,72.22,0.0,72.22,7.22,Unknown,
TXN-000121,2025-09-20,CUST-0011,Krishna Gupta,South,Hyderabad,23,Male,PROD-0043,Resistance Bands,Sports,1,22.74,0.0,22.74,2.27,Unknown,
TXN-000122,2024-05-23,CUST-0701,Myra Verma,South,Chennai,58,Female,PROD-0011,Cotton T-Shirt,Clothing,3,30.65,0.0,91.95,9.19,Unknown,
TXN-000123,2025-08-02,CUST-0457,Deepak Kulkarni,North,Delhi,56,Male,PROD-0011,Cotton T-Shirt,Clothing,1,30.65,0.0,30.65,3.07,Unknown,
TXN-000124,2025-05-10,CUST-0676,Riya Wright,North,Amritsar,41,Male,PROD-0010,External Ssd 1Tb,Electronics,3,77.83,0.0,233.49,23.35,Unknown,
TXN-000125,2025-05-14,CUST-0368,Robert Hernandez,East,Kolkata,34,Male,PROD-0003,Usb-C Hub,Electronics,1,61.28,0.0,61.28,6.13,Unknown,
TXN-000126,2024-08-27,CUST-0238,Sara Rodriguez,Central,Indore,57,Male,PROD-0005,Smartwatch,Electronics,1,158.2,0.0,158.2,15.82,Unknown,
TXN-000127,2025-01-04,CUST-0044,Reyansh Lewis,North,Delhi,43,Other,PROD-0043,Resistance Bands,Sports,1,22.74,0.0,22.74,2.27,Unknown,
TXN-000128,2024-02-17,CUST-0398,Noah Malhotra,West,Mumbai,41,Female,PROD-0031,Python Programming,Books,4,22.63,0.0,90.52,9.05,Unknown,
TXN-000129,2025-12-21,CUST-0041,Isha Young,Central,Jabalpur,48,Male,PROD-0042,Dumbbells (Pair),Sports,1,77.78,0.0,77.78,7.78,Unknown,
TXN-000130,2024-09-26,CUST-0534,Donald White,North,Delhi,67,Male,PROD-0041,Yoga Mat,Sports,3,42.7,0.0,128.1,12.81,Unknown,
TXN-000131,2025-01-20,CUST-0593,Patricia Reddy,West,Pune,48,Male,PROD-0035,Business Strategy,Books,2,33.11,0.0,66.22,6.62,Unknown,
TXN-000132,2025-10-31,CUST-0670,Jennifer Thompson,North,Jaipur,54,Other,PROD-0025,Knife Set,Home & Kitchen,1,68.52,0.0,68.52,6.85,Unknown,
TXN-000133,2024-08-16,CUST-0080,Divya Kumar,East,Patna,59,Other,PROD-0034,Web Development,Books,1,44.41,0.0,44.41,4.44,Unknown,
TXN-000134,2024-12-19,CUST-0529,Oliver Verma,West,Pune,46,Female,PROD-0026,Water Bottle,Home & Kitchen,1,17.56,0.0,17.56,1.76,Unknown,
TXN-000135,2024-01-07,CUST-0499,Sai Rao,South,Coimbatore,48,Female,PROD-0031,Python Programming,Books,4,22.63,0.0,90.52,9.05,Unknown,
TXN-000136,2024-08-23,CUST-0514,Karen Martin,Central,Jabalpur,44,Male,PROD-0009,Laptop Stand,Electronics,2,59.55,0.0,119.1,11.91,Unknown,
TXN-000137,2024-08-04,CUST-0079,Meena Rao,North,Chandigarh,43,Female,PROD-0033,Machine Learning Guide,Books,2,42.63,0.0,85.26,8.53,Unknown,
TXN-000138,2025-09-08,CUST-0154,Charlotte Rao,Central,Raipur,46,Female,PROD-0012,Denim Jeans,Clothing,1,82.97,0.0,82.97,8.3,Unknown,
TXN-000139,2025-02-28,CUST-0735,Robert Williams,South,Hyderabad,65,Other,PROD-0008,Monitor Stand,Electronics,2,53.18,0.0,106.36,10.64,Unknown,
TXN-000140,2025-11-22,CUST-0339,Thomas Jones,East,Bhubaneswar,49,Other,PROD-0047,Tennis Racket,Sports,1,61.92,0.0,61.92,6.19,Unknown,
TXN-000141,2024-06-14,CUST-0491,Divya Moore,East,Kolkata,50,Other,PROD-0031,Python Programming,Books,1,22.63,0.0,22.63,2.26,Unknown,
TXN-000142,2024-02-14,CUST-0663,Aditya Jones,East,Guwahati,52,Female,PROD-0027,Storage Containers,Home & Kitchen,1,35.05,0.0,35.05,3.51,Unknown,
TXN-000143,2024-05-17,CUST-0131,Sarah Shah,Central,Nagpur,57,Other,PROD-0037,Fiction Novel,Books,2,12.83,0.0,25.66,2.57,Unknown,
TXN-000144,2025-08-09,CUST-0645,Donald Williams,South,Kochi,37,Female,PROD-0033,Machine Learning Guide,Books,1,42.63,0.0,42.63,4.26,Unknown,
TXN-000145,2024-07-03,CUST-0151,Aanya Kumar,West,Surat,22,Other,PROD-0004,Portable Charger,Electronics,1,42.05,0.0,42.05,4.21,Unknown,
TXN-000146,2025-07-31,CUST-0530,Krishna Miller,West,Pune,58,Female,PROD-0026,Water Bottle,Home & Kitchen,2,17.56,0.0,35.12,3.51,Unknown,
TXN-000147,2025-11-08,CUST-0653,Susan Brown,North,Amritsar,55,Female,PROD-0002,Bluetooth Headphones,Electronics,4,92.28,0.0,369.12,36.91,Unknown,
TXN-000148,2025-09-13,CUST-0291,Patricia Walker,North,Amritsar,59,Male,PROD-0006,Webcam Hd,Electronics,1,72.22,0.0,72.22,7.22,Unknown,
TXN-000149,2025-02-24,CUST-0483,Patricia Menon,West,Surat,47,Male,PROD-0031,Python Programming,Books,1,22.63,0.0,22.63,2.26,Unknown,
TXN-000150,2024-07-05,CUST-0616,Ayaan Malhotra,South,Bangalore,18,Other,PROD-0010,External Ssd 1Tb,Electronics,3,77.83,0.0,233.49,23.35,Unknown,
TXN-000151,2024-06-20,CUST-0639,Ananya Thompson,North,Amritsar,26,Other,PROD-0043,Resistance Bands,Sports,2,22.74,0.0,45.48,4.55,Unknown,
TXN-000152,2025-04-09,CUST-0742,Kavita Martinez,East,Ranchi,70,Other,PROD-0044,Jump Rope,Sports,1,18.67,0.0,18.67,1.87,Unknown,
TXN-000153,2025-01-22,CUST-0611,Ananya Lee,Central,Jabalpur,57,Male,PROD-0038,History Of Ai,Books,1,15.71,0.0,15.71,1.57,Unknown,
TXN-000154,2024-07-26,CUST-0395,Neha White,Central,Indore,38,Other,PROD-0009,Laptop Stand,Electronics,1,59.55,0.0,59.55,5.96,Unknown,
TXN-000155,2024-06-02,CUST-0536,Susan King,East,Guwahati,24,Male,PROD-0033,Machine Learning Guide,Books,2,42.63,0.0,85.26,8.53,Unknown,
TXN-000156,2025-09-21,CUST-0621,Ishaan Taylor,West,Goa,41,Male,PROD-0007,Keyboard Mechanical,Electronics,1,97.82,0.0,97.82,9.78,Unknown,
TXN-000157,2025-06-28,CUST-0615,Diya Davis,North,Lucknow,57,Other,PROD-0003,Usb-C Hub,Electronics,4,61.28,0.0,245.12,24.51,Unknown,
TXN-000158,2025-05-08,CUST-0516,Lucas Smith,West,Mumbai,36,Female,PROD-0049,Cycling Gloves,Sports,1,31.15,0.0,31.15,3.12,Unknown,
TXN-000159,2025-07-06,CUST-0676,Riya Wright,North,Amritsar,41,Male,PROD-0009,Laptop Stand,Electronics,4,59.55,0.0,238.2,23.82,Unknown,
TXN-000160,2025-03-17,CUST-0002,Sara Lewis,Central,Bhopal,55,Female,PROD-0050,Gym Bag,Sports,2,52.65,0.0,105.3,10.53,Unknown,
TXN-000161,2024-02-14,CUST-0535,Jennifer Mehta,Central,Bhopal,54,Other,PROD-0027,Storage Containers,Home & Kitchen,1,35.05,0.0,35.05,3.51,Unknown,
